total rounds : 100
total wins : 56
001 odds : 0.671525
002 odds : 0.000000
003 odds : 0.000000
004 odds : 0.000000
005 odds : 0.773170
006 odds : 0.000000
007 odds : 0.000000
008 odds : 0.000000
009 odds : 0.000000
010 odds : 0.000000
011 odds : 0.165659
012 odds : 0.000000
013 odds : 0.000000
014 odds : 0.685889
015 odds : 0.000000
016 odds : 0.000000
017 odds : 0.000000
018 odds : 0.000000
019 odds : 0.759853
020 odds : 0.000000
021 odds : 0.000000
022 odds : 0.000000
023 odds : 0.000000
024 odds : 0.629573
025 odds : 0.000000
026 odds : 0.000000
027 odds : 0.000000
028 odds : 0.000000
029 odds : 0.000000
030 odds : 0.966430
031 odds : 0.000000
